total_label|passport_label|con|con_label|connected_genvec
6.10-1.0.2.2.2.2.2.2.1.151|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^3a, b^2a, b^3a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.152|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^3a, b^2a, b^4a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.153|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^3a, b^3a, a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.154|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^3a, b^3a, ba, a ]
6.10-1.0.2.2.2.2.2.2.1.155|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^3a, b^3a, b^2a, ba ]
6.10-1.0.2.2.2.2.2.2.1.156|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^3a, b^3a, b^3a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.157|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^3a, b^3a, b^4a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.158|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^3a, b^4a, a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.159|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^3a, b^4a, ba, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.160|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^3a, b^4a, b^2a, a ]
6.10-1.0.2.2.2.2.2.2.1.161|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^3a, b^4a, b^3a, ba ]
6.10-1.0.2.2.2.2.2.2.1.162|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^3a, b^4a, b^4a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.163|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^4a, a, a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.164|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^4a, a, ba, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.165|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^4a, a, b^2a, a ]
6.10-1.0.2.2.2.2.2.2.1.166|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^4a, a, b^3a, ba ]
6.10-1.0.2.2.2.2.2.2.1.167|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^4a, a, b^4a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.168|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^4a, ba, a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.169|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^4a, ba, ba, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.170|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^4a, ba, b^2a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.171|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^4a, ba, b^3a, a ]
6.10-1.0.2.2.2.2.2.2.1.172|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^4a, ba, b^4a, ba ]
6.10-1.0.2.2.2.2.2.2.1.173|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^4a, b^2a, a, ba ]
6.10-1.0.2.2.2.2.2.2.1.174|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^4a, b^2a, ba, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.175|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^4a, b^2a, b^2a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.176|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^4a, b^2a, b^3a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.177|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^4a, b^2a, b^4a, a ]
6.10-1.0.2.2.2.2.2.2.1.178|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^4a, b^3a, a, a ]
6.10-1.0.2.2.2.2.2.2.1.179|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^4a, b^3a, ba, ba ]
6.10-1.0.2.2.2.2.2.2.1.180|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^4a, b^3a, b^2a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.181|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^4a, b^3a, b^3a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.182|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^4a, b^3a, b^4a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.183|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^4a, b^4a, a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.184|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^4a, b^4a, ba, a ]
6.10-1.0.2.2.2.2.2.2.1.185|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^4a, b^4a, b^2a, ba ]
6.10-1.0.2.2.2.2.2.2.1.186|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^4a, b^4a, b^3a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.187|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, ba, b^4a, b^4a, b^4a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.188|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, a, a, a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.189|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, a, a, ba, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.190|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, a, a, b^2a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.191|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, a, a, b^3a, a ]
6.10-1.0.2.2.2.2.2.2.1.192|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, a, a, b^4a, ba ]
6.10-1.0.2.2.2.2.2.2.1.193|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, a, ba, a, ba ]
6.10-1.0.2.2.2.2.2.2.1.194|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, a, ba, ba, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.195|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, a, ba, b^2a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.196|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, a, ba, b^3a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.197|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, a, ba, b^4a, a ]
6.10-1.0.2.2.2.2.2.2.1.198|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, a, b^2a, a, a ]
6.10-1.0.2.2.2.2.2.2.1.199|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, a, b^2a, ba, ba ]
6.10-1.0.2.2.2.2.2.2.1.200|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, a, b^2a, b^2a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.201|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, a, b^2a, b^3a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.202|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, a, b^2a, b^4a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.203|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, a, b^3a, a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.204|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, a, b^3a, ba, a ]
6.10-1.0.2.2.2.2.2.2.1.205|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, a, b^3a, b^2a, ba ]
6.10-1.0.2.2.2.2.2.2.1.206|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, a, b^3a, b^3a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.207|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, a, b^3a, b^4a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.208|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, a, b^4a, a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.209|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, a, b^4a, ba, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.210|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, a, b^4a, b^2a, a ]
6.10-1.0.2.2.2.2.2.2.1.211|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, a, b^4a, b^3a, ba ]
6.10-1.0.2.2.2.2.2.2.1.212|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, a, b^4a, b^4a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.213|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, ba, a, a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.214|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, ba, a, ba, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.215|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, ba, a, b^2a, a ]
6.10-1.0.2.2.2.2.2.2.1.216|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, ba, a, b^3a, ba ]
6.10-1.0.2.2.2.2.2.2.1.217|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, ba, a, b^4a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.218|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, ba, ba, a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.219|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, ba, ba, ba, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.220|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, ba, ba, b^2a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.221|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, ba, ba, b^3a, a ]
6.10-1.0.2.2.2.2.2.2.1.222|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, ba, ba, b^4a, ba ]
6.10-1.0.2.2.2.2.2.2.1.223|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, ba, b^2a, a, ba ]
6.10-1.0.2.2.2.2.2.2.1.224|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, ba, b^2a, ba, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.225|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, ba, b^2a, b^2a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.226|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, ba, b^2a, b^3a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.227|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, ba, b^2a, b^4a, a ]
6.10-1.0.2.2.2.2.2.2.1.228|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, ba, b^3a, a, a ]
6.10-1.0.2.2.2.2.2.2.1.229|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, ba, b^3a, ba, ba ]
6.10-1.0.2.2.2.2.2.2.1.230|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, ba, b^3a, b^2a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.231|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, ba, b^3a, b^3a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.232|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, ba, b^3a, b^4a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.233|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, ba, b^4a, a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.234|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, ba, b^4a, ba, a ]
6.10-1.0.2.2.2.2.2.2.1.235|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, ba, b^4a, b^2a, ba ]
6.10-1.0.2.2.2.2.2.2.1.236|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, ba, b^4a, b^3a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.237|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, ba, b^4a, b^4a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.238|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, b^2a, a, a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.239|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, b^2a, a, ba, a ]
6.10-1.0.2.2.2.2.2.2.1.240|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, b^2a, a, b^2a, ba ]
6.10-1.0.2.2.2.2.2.2.1.241|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, b^2a, a, b^3a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.242|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, b^2a, a, b^4a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.243|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, b^2a, ba, a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.244|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, b^2a, ba, ba, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.245|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, b^2a, ba, b^2a, a ]
6.10-1.0.2.2.2.2.2.2.1.246|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, b^2a, ba, b^3a, ba ]
6.10-1.0.2.2.2.2.2.2.1.247|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, b^2a, ba, b^4a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.248|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, b^2a, b^2a, a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.249|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, b^2a, b^2a, ba, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.250|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, b^2a, b^2a, b^2a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.251|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, b^2a, b^2a, b^3a, a ]
6.10-1.0.2.2.2.2.2.2.1.252|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, b^2a, b^2a, b^4a, ba ]
6.10-1.0.2.2.2.2.2.2.1.253|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, b^2a, b^3a, a, ba ]
6.10-1.0.2.2.2.2.2.2.1.254|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, b^2a, b^3a, ba, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.255|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, b^2a, b^3a, b^2a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.256|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, b^2a, b^3a, b^3a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.257|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, b^2a, b^3a, b^4a, a ]
6.10-1.0.2.2.2.2.2.2.1.258|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, b^2a, b^4a, a, a ]
6.10-1.0.2.2.2.2.2.2.1.259|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, b^2a, b^4a, ba, ba ]
6.10-1.0.2.2.2.2.2.2.1.260|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, b^2a, b^4a, b^2a, b^2a ]
6.10-1.0.2.2.2.2.2.2.1.261|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, b^2a, b^4a, b^3a, b^3a ]
6.10-1.0.2.2.2.2.2.2.1.262|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, b^2a, b^4a, b^4a, b^4a ]
6.10-1.0.2.2.2.2.2.2.1.263|6.10-1.0.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, b^3a, b^3a, a, a, a ]
